prefix,source_text,target_text,weight,rewards
facttotext,"<type>rank<subspace>ministry,Communications and Information<groupby>type of measure<measure>number of new hires,avg<parameter>Estimated,Revised,Actual<data>Actual,2670.521739130435<data>Revised,3092.0<data>Estimated,3206.0","When ministry is Communications and Information, the 3 types of measure with the highest average number of new hires are Estimated at 3206.0, Revised at 3092.0, Actual at 2670.52.",1,1
facttotext,"<type>categorization<subspace>year,2013/01/01<groupby>Maker<parameter>ALEXANDER DENNIS,ANKAI,AVIA,CHERY,CITROEN,COBUS,CONDIESEL,D.A.F.,D.K.R.,DAEWOO,DENNIS,FIAT,FORD,FOTON,FREIGHT ROVER,GAC,GOLDEN DRAGON,HENGTONG,HIGER,HINO,HYUNDAI,ISUZU,IVECO,JINBEI,JOYLONG,KIA,KING LONG,LEYLAND,MAN,MAZDA,MERCEDES BENZ,MITSUBISHI,NIPPON,NISSAN,NORDCO,OPEL,OTHERS,PEUGEOT,RENAULT,SCANIA,SHUCHI,SUNLONG,TATA,TEAGLE,TOYOTA,VAN HOOL,VOLKSWAGEN,VOLVO,YOUNGMAN,YUTONG,ZHONG TONG,ZONDA","When year is 2013/01/01, makers are divided into 52 groups, including Alexander Dennis, Ankai, Avia, Chery, Citroen, Cobus, Condiesel, D.A.F., D.K.R., Daewoo, Dennis, Fiat, Ford, Foton, Freight Rover, Gac, Golden Dragon, Hengtong, Higer, Hino, Hyundai, Isuzu, Iveco, Jinbei, Joylong, Kia, King Long, Leyland, Man, Mazda, Mercedes Benz, Mitsubishi, Nippon, Nissan, Nordco, Opel, Others, Peugeot, Renault, Scania, Shuchi, Sunlong, Tata, Teagle, Toyota, Van Hool, Volkswagen, Volvo, Youngman, Yutong, Zhong Tong, Zonda.",1,1
facttotext,"<type>categorization<subspace>year,2016/01/01<groupby>length of service<parameter>0 - 4 YEARS,10 - 14 YEARS,15 - 19 YEARS,20 - 24 YEARS,25 - 29 YEARS,30 YEARS & ABOVE,5 - 9 YEARS","When year is 2016/01/01, there are 7 categories of lengths of service, including 0 - 4 Years, 10 - 14 Years, 15 - 19 Years, 20 - 24 Years, 25 - 29 Years, 30 Years & Above, 5 - 9 Years.",1,1
facttotext,"<type>rank<subspace>year,2012/01/01<groupby>type of offence<measure>number of cases,avg<parameter>Harassment,Unlicensed Moneylending<data>Unlicensed Moneylending,26.28205128205128<data>Harassment,228.56410256410257","When year is 2012/01/01, the top 2 types of offence ordered by average number of cases are Harassment at 228.56, Unlicensed Moneylending at 26.28.",1,1
facttotext,"<type>categorization<subspace>Product,IdeaPad 120S-14IAP<groupby>brand<parameter>Lenovo","When product is IdeaPad 120s-14iap, Lenovo are among the 1 types of brands.",1,1
facttotext,"<type>distribution<subspace>quarter,2020-Q2<groupby>flat_type<measure>Number of resale applications,avg<parameter><data>1-ROOM ,3.0<data>2-ROOM ,64.0<data>3-ROOM ,877.0<data>4-ROOM ,1374.0<data>5-ROOM ,845.0<data>EXEC   ,263.0","When quarter is 2020-Q2, the total number of resale applications is unevenly distributed across all flat_types. More specifically, the total number of resale applications is 3.0 for 1-Room , 64.0 for 2-Room , 877.0 for 3-Room , 1374.0 for 4-Room , 845.0 for 5-Room , 263.0 for Exec   .",1,1
facttotext,"<type>extreme<subspace>State,California<groupby>vehicle category<measure>Volumes,sum<focus>Trucks<parameter>max,14991714<data>Automobiles,14860967<data>Motorcycles,842543<data>Buses,99917","When state is California, among most vehicle categories, the total volumes is 14860967 for Automobiles, 842543 for Motorcycles, 99917 for Buses. Trucks has the highest total volumes, which is 14991714.",1,1
facttotext,"<type>value<subspace>year,1991/01/01<measure>infant mortality rate,avg<parameter>5.52","When year is 1991/01/01, the average infant mortality rate is 5.52.",1,1
facttotext,"<type>difference<subspace>Planning area,Bukit Timah<groupby>age group<measure>Resident count,avg<focus>45 - 49<focus>85_and_over<parameter>352.19<data>45 - 49,382.0833333333333<data>85_and_over,29.895833333333332","When planning area is Bukit Timah, the average resident count is 29.9 for 85_and_over, which is 352.19 lower than the 382.08 for 45 - 49.",1,1
facttotext,"<type>categorization<subspace>year,1987/01/01<groupby>Ethnic Group of Grooms and Brides<parameter>Indian Brides,Indian Grooms,Malay Brides,Malay Grooms,Other Brides,Other Grooms,Total Brides,Total Grooms","When year is 1987/01/01, ethnic groups of grooms and brides are divided into 8 groups, including Indian Brides, Indian Grooms, Malay Brides, Malay Grooms, Other Brides, Other Grooms, Total Brides, Total Grooms.",1,1
facttotext,"<type>extreme<subspace>Country,Hungary<groupby>Year<measure>number of bronze medals,sum<focus>2004/01/01<parameter>max,28.0<data>2000/01/01,0.0<data>2012/01/01,11.0<data>2016/01/01,23.0<data>2008/01/01,3.0","When country is Hungary, the total number of bronze medals for most years is 0.0 in 2000/01/01, 11.0 in 2012/01/01, 23.0 in 2016/01/01, 3.0 in 2008/01/01. 2004/01/01 has the highest total number of bronze medals, at 28.0.",1,1
facttotext,"<type>categorization<subspace>year,2010/01/01<groupby>engine type<parameter>CNG,Diesel,Diesel-Electric,Electric,Petrol,Petrol-CNG,Petrol-Electric,Plug-in Hybrid","When year is 2010/01/01, CNG, Diesel, Diesel-Electric, Electric, Petrol, Petrol-CNG, Petrol-Electric, Plug-in Hybrid are among the 8 types of engine types.",1,1
facttotext,"<type>rank<subspace>year,2011/01/01<groupby>Type of manpower<measure>Amount of Equivalence,sum<parameter>Bachelors,Masters,PhD,Post Graduate,Other Supporting Staff,Technicians,Non Degree<data>Non Degree,2216.2000000000003<data>Technicians,2412.7000000000003<data>Other Supporting Staff,2862.8<data>Post Graduate,5990.0<data>PhD,6129.599999999999<data>Masters,6202.3<data>Bachelors,13176.1","When year is 2011/01/01, the top 5 types of manpower ordered by total amount of equivalence are Bachelors at 13176.1, Masters at 6202.3, PhD at 6129.6, Post Graduate at 5990.0, Other Supporting Staff at 2862.8.",1,1
facttotext,"<type>categorization<subspace>year,2015/01/01<groupby>age group<parameter>24 years& below,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 & above","When year is 2015/01/01, there are 8 categories of age groups, including 24 Years& Below, 25 - 29, 30 - 34, 35 - 39, 40 - 44, 45 - 49, 50 - 54, 55 & Above.",1,1
facttotext,"<type>trend<subspace>Country,India<groupby>Year<measure>Number of Passenger vehicles,avg<parameter>increasing<data>2010/01/01,582.3333333333334<data>2014/01/01,589.3333333333334","When country is India, the average number of passenger vehicles has generally increased over years. The average number of passenger vehicles is 582.33 in 2010/01/01, and in 2014/01/01, it is 589.33.",1,1
facttotext,"<type>proportion<subspace>year,2014/01/01<groupby>age grou[<measure>number of active member,sum<focus>>40 - 45<parameter>12.17%","When year is 2014/01/01, 12.17% of the total number of active member come from >40 - 45.",1,1
facttotext,"<type>difference<subspace>Year,2008/01/01<groupby>Confectionery product<measure>Sales,avg<focus>Chocolate<focus>Aerated confections<parameter>6550<data>Chocolate,6910.0<data>Aerated confections,360.0","When year is 2008/01/01, the average sales of Aerated Confections is 360.0, which is 6550 lower than the Chocolate average of 6910.0.",1,1
facttotext,"<type>value<subspace>year,2016/01/01<measure>number of arrested abusers,avg<parameter>22.75","When year is 2016/01/01, number of arrested abusers has an average value of 22.75.",1,1
facttotext,"<type>value<subspace>Country,United States<measure>Number of Departures,avg<parameter>37057.26","When country is United States, the average number of departures is 37057.26.",1,1
facttotext,"<type>categorization<subspace>year,2005/01/01<groupby>industry<parameter>construction,manufacturing,others,services","When year is 2005/01/01, there are 4 categories of industries, including Construction, Manufacturing, Others, Services.",1,1
facttotext,"<type>difference<subspace>financial year,2016/01/01<groupby>instrument type<measure>stamp duty assessed,avg<focus>Sale & Purchase Agreement<focus>Others<parameter>2759000<data>Sale & Purchase Agreement,2759390.0<data>Others,390.0","When financial year is 2016/01/01, the average stamp duty assessed of Others is 390.0, 2759000 lower than Sale & Purchase Agreement__ 2759390.0.",1,1
facttotext,"<type>extreme<subspace>chargeable income group,1,000,001 & above<groupby>year of assessment<measure>chargeable income,avg<focus>2019/01/01<parameter>max,5699791.0<data>2011/01/01,3658489.5<data>2013/01/01,3934829.5<data>2012/01/01,3944074.0<data>2014/01/01,4204041.5<data>2015/01/01,4753978.5<data>2017/01/01,4792113.5<data>2016/01/01,5082913.0<data>2018/01/01,5324731.0","When chargeable income group is 1,000,001 & Above, the average chargeable income for most years of assessment is 3658489.5 in 2011/01/01, 3934829.5 in 2013/01/01, 3944074.0 in 2012/01/01, 4204041.5 in 2014/01/01, 4753978.5 in 2015/01/01, 4792113.5 in 2017/01/01, 5082913.0 in 2016/01/01, 5324731.0 in 2018/01/01. 2019/01/01 has the highest average chargeable income, at 5699791.0.",1,1
facttotext,"<type>trend<subspace>Country,Netherlands<groupby>Year<measure>number of silver medals,avg<parameter>decreasing<data>2000/01/01,6.0<data>2016/01/01,4.0","When country is Netherlands, the average number of silver medals is 6.0 in 2000/01/01, and in 2016/01/01, it is 4.0. In general, the average number of silver medals is decreasing over years.",1,1
facttotext,"<type>outlier<subspace>date,9/1/06<groupby>type of plan<measure>number of subscriptions,avg<focus>post-paid<parameter>2158900.0<data>pre-paid,1611800.0<data>pre and post paid,645300.0","When date is 9/1/06, the average number of subscriptions among most types of plan is 1611800.0 for Pre-Paid, 645300.0 for Pre and Post Paid. The average number of subscriptions of Post-Paid is 2158900.0, which deviates from that for other types of plan. ",1,1
facttotext,"<type>outlier<subspace>quarter,2011-Q4<groupby>flat_type<measure>Number of resale applications,avg<focus>4-room<parameter>2224.0<data>1-room,3.0<data>2-room,86.0<data>3-room,1712.0<data>5-room,1412.0<data>Others,484.0","When quarter is 2011-Q4, the average number of resale applications for most flat_types is 3.0 for 1-Room, 86.0 for 2-Room, 1712.0 for 3-Room, 1412.0 for 5-Room, 484.0 for Others. The average number of resale applications of 4-Room is 2224.0, which is an aberration in comparison to other flat_types.",1,1
facttotext,"<type>difference<subspace>quarter,2017-Q2<groupby>flat_type<measure>Number of resale applications,avg<focus>4-room<focus>1-room<parameter>2528<data>4-room,2529.0<data>1-room,1.0","When quarter is 2017-Q2, the average number of resale applications of 1-Room is 1.0, 2528 lower than 4-Room__ 2529.0.",1,1
facttotext,"<type>rank<subspace>Year,2015/01/01<groupby>manufactures<measure>market share,avg<parameter>Mack,Volvo Truck,Peterbilt,Freightliner,International,Kenworth<data>Kenworth,0.13<data>Freightliner,0.16<data>International,0.16<data>Peterbilt,0.17<data>Volvo Truck,0.2<data>Mack,0.23","When year is 2015/01/01, among all manufacture, Mack has the highest average market share at 0.23, followed by Volvo Truck at 0.2, Peterbilt at 0.17, International at 0.16, Freightliner at 0.16.",1,1
facttotext,"<type>extreme<subspace>age grou[,>35 - 40<groupby>year<measure>number of active member,avg<focus>2018/01/01<parameter>max,238590<data>2016/01/01,235840.0<data>2014/01/01,236630.0<data>2015/01/01,237450.0<data>2019/01/01,237790.0<data>2017/01/01,237880.0","When age grou[ is >35 - 40, over most years, the average number of active member is 235840.0 in 2016/01/01, 236630.0 in 2014/01/01, 237450.0 in 2015/01/01, 237790.0 in 2019/01/01, 237880.0 in 2017/01/01. 2018/01/01 has the highest average number of active member, which is 238590.",1,1
facttotext,"<type>trend<subspace>level,Primary 4<groupby>year<measure>number of lectures,avg<parameter>decreasing<data>1998/01/01,1407.0<data>2019/01/01,1096.0","When level is Primary 4, the average number of lectures has generally decreased over years. The average number of lectures is 1407.0 in 1998/01/01, and in 2019/01/01, it is 1096.0.",1,1
facttotext,"<type>outlier<subspace>Year,2019/01/01<groupby>Sector<measure>Water Demand,avg<focus>Industry<parameter>276.0<data>Municipal and domestic,223.88888888888889<data>Agriculture,175.55555555555554","When year is 2019/01/01, the average water demand for most sectors is 223.89 for Municipal and Domestic, 175.56 for Agriculture. The average water demand of Industry is 276.0, which is an aberration in comparison to other sectors.",1,1
facttotext,"<type>difference<subspace>year,2011/01/01<groupby>type of sick leave<measure>average absentee,min<focus>hospitalisation leave<focus>outpatient sick leave<parameter>8.1<data>hospitalisation leave,11.4<data>outpatient sick leave,3.3","When year is 2011/01/01, the minimum average absentee of Outpatient Sick Leave is 3.3, 8.1 lower than Hospitalisation Leave__ 11.4.",1,1
facttotext,"<type>difference<subspace>year,2010/01/01<groupby>type<measure>number of care facilities,avg<focus>Nursing Homes<focus>Inpatient Hospices<parameter>20.0<data>Nursing Homes,20.666666666666668<data>Inpatient Hospices,0.6666666666666666","When year is 2010/01/01, the average number of care facilities of Inpatient Hospices is 0.67, which is 20.0 lower than the Nursing Homes average of 20.67.",1,1
facttotext,"<type>distribution<subspace>Maleonth,Oct-19<groupby>Maleother Age group<measure>Birth Count,avg<parameter><data>15-19,4.166666666666667<data>20-24,19.5<data>25-29,108.25<data>30-34,185.625<data>35-39,103.625<data>40-44,20.375<data>45-49,1.6666666666666667","When maleonth is Oct-19, the total birth count is 4.17 for 15-19, 19.5 for 20-24, 108.25 for 25-29, 185.62 for 30-34, 103.62 for 35-39, 20.38 for 40-44, 1.67 for 45-49. The total birth count of each maleother age group is unequal across the board.",1,1
facttotext,"<type>rank<subspace>Maleother Race,INDIANS<groupby>Maleonth<measure>Birth Count,avg<parameter>Dec-19,Oct-18,Dec-18,Nov-17,Aug-17,Dec-17,Mar-19,Jun-17,May-19,May-18,Aug-18,May-17,Sep-17,Jul-18,Oct-19,Oct-17,Apr-17,Jan-19,Apr-19,Nov-18,Sep-19,Apr-18,Nov-19,Jan-17,Jul-17,Jan-18,Sep-18,Jun-19,Jul-19,Aug-19,Feb-18,Feb-17,Mar-18,Mar-17,Feb-19,Jun-18<data>Jun-18,20.5<data>Feb-19,21.083333333333332<data>Mar-17,21.857142857142858<data>Mar-18,22.23076923076923<data>Feb-17,23.25<data>Feb-18,23.846153846153847<data>Aug-19,23.923076923076923<data>Jul-19,24.153846153846153<data>Jun-19,24.25<data>Sep-18,24.833333333333332<data>Jan-18,25.923076923076923<data>Jul-17,26.0<data>Jan-17,26.083333333333332<data>Nov-19,26.25<data>Apr-18,26.666666666666668<data>Sep-19,26.666666666666668<data>Nov-18,26.76923076923077<data>Apr-19,27.166666666666668<data>Jan-19,27.25<data>Apr-17,27.454545454545453<data>Oct-17,27.583333333333332<data>Jul-18,27.666666666666668<data>Oct-19,27.666666666666668<data>Sep-17,28.083333333333332<data>May-17,28.09090909090909<data>Aug-18,28.09090909090909<data>May-18,28.181818181818183<data>May-19,28.181818181818183<data>Jun-17,28.583333333333332<data>Mar-19,28.818181818181817<data>Dec-17,30.076923076923077<data>Aug-17,30.545454545454547<data>Nov-17,31.09090909090909<data>Dec-18,32.7<data>Oct-18,32.90909090909091<data>Dec-19,35.1","When maleother race is Indians, the 5 maleonths with the highest average birth count are Dec-19 at 35.1, Oct-18 at 32.91, Dec-18 at 32.7, Nov-17 at 31.09, Aug-17 at 30.55.",1,1
facttotext,"<type>distribution<subspace>State,Arizona<groupby>vehicle category<measure>Volumes,sum<parameter><data>Automobiles,2391624<data>Buses,9051<data>Trucks,3399704<data>Motorcycles,164055","When state is Arizona, the total volumes is 2391624 for Automobiles, 9051 for Buses, 3399704 for Trucks, 164055 for Motorcycles. The total volumes of each vehicle category is unequal across the board.",1,1
facttotext,"<type>extreme<groupby>Date<measure>number of deaths ,avg<focus>2020/01/29<parameter>max,3.5<data>2020/01/23,0.5483870967741935<data>2020/01/22,0.6538461538461539<data>2020/01/24,0.8125<data>2020/01/25,1.28125<data>2020/01/26,1.75<data>2020/01/27,2.2777777777777777<data>2020/01/28,2.864864864864865","Over most dates, the average number of deaths  is 0.55 on 2020/01/23, 0.65 on 2020/01/22, 0.81 on 2020/01/24, 1.28 on 2020/01/25, 1.75 on 2020/01/26, 2.28 on 2020/01/27, 2.86 on 2020/01/28. 2020/01/29 has the highest average number of deaths , which is 3.5.",1,1
facttotext,"<type>rank<subspace>financial year,2015/01/01<groupby>instrument type<measure>number of instruments,avg<parameter>Lease Agreement,Mortgage Agreement,Sale & Purchase Agreement,Share Transfer,Others<data>Others,861.0<data>Share Transfer,29145.0<data>Sale & Purchase Agreement,48393.0<data>Mortgage Agreement,71677.0<data>Lease Agreement,221615.0","When financial year is 2015/01/01, the 3 instrument types with the highest average number of instruments are Lease Agreement at 221615.0, Mortgage Agreement at 71677.0, Sale & Purchase Agreement at 48393.0.",1,1
facttotext,"<type>trend<subspace>Province,Xinjiang<groupby>Date<measure>number of new recovered cases,avg<parameter>increasing<data>2020/01/22,nan<data>2020/01/29,0.0","When province is Xinjiang, the average number of new recovered cases has generally increased over dates. The average number of new recovered cases is nan on 2020/01/22, and on 2020/01/29, it is 0.0.",1,1
facttotext,"<type>rank<subspace>age group,70 - 79<groupby>gender<measure>deaths,avg<parameter>Males,Females<data>Females,356.88235294117646<data>Males,373.8333333333333","When age group is 70 - 79, the 2 genders with the highest average deaths are Males at 373.83, Females at 356.88.",1,1
facttotext,"<type>value<subspace>State,Arizona<measure>Volumes,sum<parameter>5964434.0","When state is Arizona, the total volumes is 5964434.0.",1,1
facttotext,"<type>distribution<subspace>engine type,CNG<groupby>car body style<measure>number of vehicles,avg<parameter><data>Cars,0.3076923076923077<data>Taxis,0.15384615384615385<data>Goods and Other Vehicles,4.153846153846154<data>Buses,15.461538461538462","When engine type is CNG, the total number of vehicles is unevenly distributed across all car body styles. More specifically, the total number of vehicles is 0.31 for Cars, 0.15 for Taxis, 4.15 for Goods and Other Vehicles, 15.46 for Buses.",1,1
facttotext,"<type>proportion<subspace>year,2018/01/01<groupby>abuser type<measure>number of drug abusers,sum<focus>Repeated<parameter>60.34%","When year is 2018/01/01, Repeated accounts for 60.34% of the total number of drug abusers.",1,1
facttotext,"<type>difference<subspace>Release date,1993/02/03<groupby>movie<measure>imdb rating,avg<focus>Homeward Bound: The Incredible Journey<focus>Homeward Bound: The Incredible Journey<parameter>0<data>Homeward Bound: The Incredible Journey,6.9<data>Homeward Bound: The Incredible Journey,6.9","When release date is 1993/02/03, the average imdb rating of Homeward Bound: The Incredible Journey is 6.9, which is 0 higher than the Homeward Bound: The Incredible Journey average of 6.9.",1,1
facttotext,"<type>proportion<subspace>year,2005/01/01<groupby>segment<measure>export revenue,sum<focus>hardware<parameter>66.00%","When year is 2005/01/01, Hardware accounts for 66.00% of the total export revenue.",1,1
facttotext,"<type>value<subspace>Epi week,2012-W08<measure>number of cases,avg<parameter>897.25","When epi week is 2012-W08, the average number of cases is 897.25.",1,1
facttotext,"<type>distribution<subspace>Epi week,2019-W23<groupby>type of disease<measure>number of cases,avg<parameter><data>Acute Upper Respiratory Tract infections,2824.0<data>Acute Conjunctivitis,88.0<data>Acute Diarrhoea,640.0<data>Chickenpox,12.0<data>HFMD,20.0","When epi week is 2019-W23, the distribution of total number of cases is uneven across all types of disease. More specifically, the total number of cases is 2824.0 for Acute Upper Respiratory Tract Infections, 88.0 for Acute Conjunctivitis, 640.0 for Acute Diarrhoea, 12.0 for Chickenpox, 20.0 for HFMD.",1,1
facttotext,"<type>distribution<subspace>year,1991/01/01<groupby>level<measure>enrollment,avg<parameter><data>Junior College 1,1686.5<data>Junior College 2,1743.3333333333333<data>Pre-University 1,405.5<data>Pre-University 2,348.6666666666667<data>Pre-University 3,353.3333333333333","When year is 1991/01/01, the distribution of total enrollment is uneven across all levels. More specifically, the total enrollment is 1686.5 for Junior College 1, 1743.33 for Junior College 2, 405.5 for Pre-University 1, 348.67 for Pre-University 2, 353.33 for Pre-University 3.",1,1
facttotext,"<type>rank<groupby>industry<measure>workers on short work week,avg<parameter>manufacturing,services,construction,others<data>others,6.956521739130435<data>construction,196.95652173913044<data>services,1128.2608695652175<data>manufacturing,1629.5652173913043","Among all industries, Manufacturing has the highest average workers on short work week at 1629.57, followed by Services at 1128.26, Construction at 196.96.",1,1
facttotext,"<type>outlier<subspace>year,2012/01/01<groupby>gender<measure>number of newborns,avg<focus>Males<parameter>22102.0<data>Females,20561.0<data>Unknown,0.0","When year is 2012/01/01, the average number of newborns among most genders is 20561.0 for Females, 0.0 for Unknown. Of Males, the average number of newborns is 22102.0, which is an outlier compared to other genders.",1,1
facttotext,"<type>difference<subspace>year,2005/01/01<groupby>gender<measure>school life expectancy,avg<focus>Male<focus>Female<parameter>0.1<data>Male,13.9<data>Female,13.8","When year is 2005/01/01, the average school life expectancy of Female is 13.8, which is 0.1 lower than the Male average of 13.9.",1,1
facttotext,"<type>outlier<subspace>year,2013/01/01<groupby>type of educational institution<measure>expenditure per student,avg<focus>Publicly-funded full-time diploma courses<parameter>15304.0<data>Primary Schools,8549.0<data>Secondary Schools,11434.0<data>Junior Colleges,13942.0<data>Higher Nitec courses,12491.0","When year is 2013/01/01, the average expenditure per student for most types of educational institution is 8549.0 for Primary Schools, 11434.0 for Secondary Schools, 13942.0 for Junior Colleges, 12491.0 for Higher Nitec Courses. The average expenditure per student of Publicly-Funded Full-Time Diploma Courses is 15304.0, which is an aberration in comparison to other types of educational institution.",1,1
facttotext,"<type>rank<subspace>year,2019/01/01<groupby>school type<measure>number of schools,avg<parameter>Government,Govt-Aided,Independent,Specialised,Specialised Independent<data>Specialised Independent,2.0<data>Independent,4.0<data>Specialised,4.0<data>Govt-Aided,19.0<data>Government,50.0","When year is 2019/01/01, the 3 school types with the highest average number of schools are Government at 50.0, Govt-Aided at 19.0, Specialised at 4.0.",1,1
facttotext,"<type>distribution<subspace>Brand,Mazda<groupby>Category<measure>Sales,avg<parameter><data>Compact,107096.8<data>Midsize,43280.8<data>Subcompact,4707.2<data>SUV,30695.2<data>MPV,17812.8","When brand is Mazda, the total sales is 107096.8 for Compact, 43280.8 for Midsize, 4707.2 for Subcompact, 30695.2 for Suv, 17812.8 for MPV. The total sales of each category is unequal across the board.",1,1
facttotext,"<type>outlier<subspace>date,4/1/16<groupby>region<measure>number of departures,avg<focus>South East Asia<parameter>196148.8<data>North East Asia,168972.33333333334<data>Europe,35916.0","When date is 4/1/16, the average number of departures for most regions is 168972.33 for North East Asia, 35916.0 for Europe. The average number of departures of South East Asia is 196148.8, which is an aberration in comparison to other regions.",1,1
facttotext,"<type>categorization<subspace>year,2016/01/01<groupby>ethnic group<parameter>Chinese,Indians,Malays,Others","When year is 2016/01/01, there are 4 categories of ethnic groups, including Chinese, Indians, Malays, Others.",1,1
facttotext,"<type>proportion<groupby>Category<measure>Transport costs,sum<focus>Administrative costs<parameter>26.22%",Administrative Costs accounts for 26.22% of the total transport costs.,1,1
facttotext,"<type>value<subspace>State,Oregon<measure>Volumes,sum<parameter>4103451.0","When state is Oregon, the total volumes is 4103451.0.",1,1
facttotext,"<type>extreme<subspace>Year,2009/01/01<groupby>Confectionery product<measure>Sales,avg<focus>Chocolate<parameter>max,6573<data>Sugar confectionery,1337.0<data>Biscuits,1705.0<data>Fillings,2977.0<data>Aerated confections,479.0","When year is 2009/01/01, among most confectionery products, the average sales is 1337.0 for Sugar Confectionery, 1705.0 for Biscuits, 2977.0 for Fillings, 479.0 for Aerated Confections. Chocolate has the highest average sales, which is 6573.",1,1
facttotext,"<type>extreme<groupby>parental level of education<measure>writing score,avg<focus>master's degree<parameter>max,75.67796610169492<data>high school,62.44897959183673<data>some high school,64.88826815642459<data>some college,68.84070796460178<data>associate's degree,69.8963963963964<data>bachelor's degree,73.38135593220339","Among most parental levels of education, the average writing score is 62.45 for High School, 64.89 for Some High School, 68.84 for Some College, 69.9 for Associate's Degree, 73.38 for Bachelor's Degree. Master's Degree has the highest average writing score, which is 75.68.",1,1
facttotext,"<type>outlier<subspace>Province,Neimenggu<groupby>Date<measure>number of deaths ,avg<focus>2020/01/23<parameter>0.0<data>2020/01/24,0.0<data>2020/01/25,0.0<data>2020/01/26,0.0<data>2020/01/27,0.0<data>2020/01/28,0.0<data>2020/01/29,0.0","When province is Neimenggu, the average number of deaths  over most dates is 0.0 on 2020/01/24, 0.0 on 2020/01/25, 0.0 on 2020/01/26, 0.0 on 2020/01/27, 0.0 on 2020/01/28, 0.0 on 2020/01/29. On 2020/01/23, the average number of deaths  is 0.0, which is an outlier compared to other dates.",1,1
facttotext,"<type>rank<subspace>financial year,2009/01/01<groupby>ministry<measure>number of new hires,avg<parameter>Education,Home Affairs,National Development,Social and Family Development,Transport,Sustainability and the Environment,Finance,Communications and Information,Trade and Industry,Manpower,Defence,Foreign Affairs,Health,Law,Judicature,Prime Minister's Office,Attorney-General's Chambers,Auditor-General's Office,Civil List,Parliament,Public Service Commission,Cabinet Office,Presidential Councils,Culture, Community and Youth<data>Culture, Community and Youth,0.0<data>Presidential Councils,8.0<data>Cabinet Office,12.0<data>Public Service Commission,12.0<data>Parliament,42.0<data>Civil List,54.0<data>Auditor-General's Office,145.0<data>Attorney-General's Chambers,338.0<data>Prime Minister's Office,525.0<data>Judicature,616.0<data>Law,765.0<data>Health,1219.0<data>Foreign Affairs,1234.0<data>Defence,1525.0<data>Manpower,2037.0<data>Trade and Industry,2795.0<data>Communications and Information,2975.0<data>Finance,3260.0<data>Sustainability and the Environment,3696.0<data>Transport,4204.0<data>Social and Family Development,4424.0<data>National Development,7115.0<data>Home Affairs,22875.0<data>Education,51512.0","When financial year is 2009/01/01, the top 5 ministries ordered by average number of new hires are Education at 51512.0, Home Affairs at 22875.0, National Development at 7115.0, Social and Family Development at 4424.0, Transport at 4204.0.",1,1
facttotext,"<type>proportion<subspace>age group,15 - 19<groupby>marital status<measure>death_count,sum<focus>SINGLE<parameter>98.09%","When age group is 15 - 19, Single accounts for 98.09% of the total death_count.",1,1
facttotext,"<type>trend<subspace>make,LAVERDA<groupby>year<measure>number of New Registrations,avg<parameter>no trend<data>2005/01/01,nan<data>2017/01/01,1.0","When make is Laverda, the average number of new registrations has generally decreased over years. The average number of new registrations is nan in 2005/01/01, and in 2017/01/01, it is 1.0.",1,1
facttotext,"<type>difference<groupby>age group<measure>deaths,avg<focus>80 & over<focus>15 - 19<parameter>2899.76<data>80 & over,2910.222222222222<data>15 - 19,10.466666666666667","The average deaths of 15 - 19 is 10.47, 2899.76 lower than 80 & Over__ 2910.22.",1,1
facttotext,"<type>outlier<subspace>Country,New Zealand<groupby>Year<measure>number of gold medals,avg<focus>2004/01/01<parameter>26.0<data>2000/01/01,0.0<data>2008/01/01,15.0<data>2012/01/01,0.0<data>2016/01/01,16.0","When country is New Zealand, the average number of gold medals for most years is 0.0 in 2000/01/01, 15.0 in 2008/01/01, 0.0 in 2012/01/01, 16.0 in 2016/01/01. The average number of gold medals in 2004/01/01 is 26.0, which is an aberration in comparison to other years.",1,1
facttotext,"<type>trend<subspace>weekend activity,Internet<groupby>Year<measure>population,avg<parameter>decreasing<data>2007/01/01,8345.0<data>2020/01/01,8062.0","When weekend activity is Internet, the average population is 8345.0 in 2007/01/01 and 8062.0 in 2020/01/01. In general, the average population is decreasing over years.",1,1
facttotext,"<type>proportion<subspace>year,2006/01/01<groupby>industry<measure>workers on temporary layoff,sum<focus>manufacturing<parameter>100.00%","When year is 2006/01/01, Manufacturing accounts for 100.00% of the total workers on temporary layoff.",1,1
facttotext,"<type>trend<subspace>race,Indian<groupby>year<measure>number of arrested abusers,avg<parameter>decreasing<data>2003/01/01,6.0<data>2020/01/01,4.5","When race is Indian, the average number of arrested abusers has generally decreased over years. The average number of arrested abusers is 6.0 in 2003/01/01, and in 2020/01/01, it is 4.5.",1,1
facttotext,"<type>categorization<subspace>location,Guangxi<groupby>funded status<parameter>No Funding","When location is Guangxi, No Funding are among the 1 types of funded statuses.",1,1
facttotext,"<type>rank<subspace>year,2019/01/01<groupby>gender<measure>number of arrested abusers,avg<parameter>Male,Female<data>Female,0.5<data>Male,11.0","When year is 2019/01/01, the 2 genders with the highest average number of arrested abusers are Male at 11.0, Female at 0.5.",1,1
